plate,phone
HPZ026,0491551004
QSM853,0451549711
CFB411,0442064285
KAQ521,0482503449
WFD022,0496613633
TZU515,0491453343
HII291,0448482350
RQU317,0416217272
ERW895,0469118540
FGA491,0464717855
BUB479,0431092782
OCJ350,0424608869
DTT715,0459833403
LJJ350,0438845446
UEM357,0444659072
JUE269,0463503339
NDR402,0410584338
YXO179,0487703539
JEE109,0496216091
ISU701,0461990265
AFY168,0495506134
BCB360,0418816845
THB254,0448742424
ZNN443,0417848763
TCQ105,0496985022
DWH147,0497149099
PAY824,0464714614
NDU436,0451650230
MYY392,0423502791
BPQ338,0494703711
GJZ641,0489023501
ZTM269,0484985824
CIZ344,0410131272
QNE100,0414838058
BRJ671,0469551593
XXQ929,0472492590
RGS983,0434878598
RJA897,0452861652
FUB202,0433341323
PYT840,0471625344
HUV761,0488995223
YUO113,0416741001
XAS660,0400283208
NXP302,0452654823
MLV868,0413630049
KVO366,0455632624
FZC067,0479623712
PBQ903,0461537117
LTN981,0402619860
SBG661,0458303203
FRE240,0472540459
GEN961,0431163066
FDF985,0477603322
YHW072,0411117909
NPQ981,0428898965
DPJ215,0415975059
FNT740,0487677743
UGK935,0418341442
ACA544,0415902913
IRS697,0423247813
LWL774,0422476886
SGF712,0454197385
SSI329,0407189441
WAS481,0434044197
GKX078,0438892810
TBS308,0493760032
LJH821,0415801145
QJX637,0490786366
LOU249,0498098887
NIB571,0465609324
VQH319,0482137523
NMI407,0472063327
SQG098,0493474309
CDV026,0429607878
LER393,0430834449
ZRL379,0421075292
CWF243,0482453425
JYN074,0428654715
PRA089,0448183694
CWN090,0415290352
LRC627,0486331596
RWP550,0482896143
WYD831,0484103562
VFW043,0439787384
UCT695,0445928919
CIG031,0467628104
IXB828,0440272923
DOO837,0410517089
YUU518,0498536459
OFZ215,0406024948
GMD246,0486773335
OJC567,0488442116
NZQ995,0436403622
OGL714,0416177498
PKW320,0498462036
BZH107,0473365912
CQP971,0442640303
JZY775,0409257621
DJI758,0438654134
SZW417,0462593066
LEM014,0457218123
VED192,0417749495
AEZ009,0433682295
MRD273,0442550657
PYG174,0464199062
EVD997,0469336802
RAE732,0479552140
MEM850,0487088134
EID920,0451762410
RFD314,0497803781
XKG827,0485668302
MEH310,0497510185
ILZ966,0410915590
MTN938,0428989954
TAO548,0464561031
VUW349,0459160582
BXG623,0432200478
WAI978,0420439028
BKD843,0420924497
DPN395,0468666909
ZSV987,0440801586
WSU313,0451877074
CRU102,0429711875
RES031,0458222218
DDB946,0444559062
GYT811,0471909632
KZW704,0412601018
REY747,0420358178
SNO977,0446454813
SRE347,0459611929
IAI604,0412777543
XUF937,0491721621
FAV649,0456805439
EOZ653,0471537123
RGJ334,0493183487
QJW168,0491127866
VFD086,0487673698
JWY805,0433729500
KPM089,0457747953
JBK985,0483100451
GBD308,0435117315
LEY494,0482529896
FUE609,0439363920
PHS449,0498129324
LNQ758,0413861807
HNS076,0412993596
MXT522,0482451802
VDB117,0413563121
QFP040,0471573808
VSB512,0499251544
FIJ132,0488567153
RFQ383,0436181270
PVP298,0449341344
RRZ866,0467889687
PJI283,0439992079
JQW006,0442034067
VDT127,0436644000
QSE232,0427690161
UNT899,0417095088
VYU756,0465541207
RGV531,0429881978
RTB003,0417701591
MYO879,0431188427
QNH083,0458845503
YZQ497,0420054533
BKY080,0482581923
GAL412,0474373328
XSA633,0461025260
WUS358,0442341893
VOC715,0449287730
QKJ298,0486996737
VJZ312,0404205221
LIB786,0400414667
NFG409,0473910937
RRU414,0450936278
WND876,0402765678
VIK702,0467207916
GLH184,0484523063
JBM822,0455901553
LZD959,0428331861
BKK852,0467945048
WKB977,0494775384
IVC962,0446307246
TKC524,0472544869
MNM195,0445399347
ISC336,0460296020
SCN674,0487792549
FEU419,0428053061
GRH504,0453892872
SLX251,0408970432
NBZ550,0421389661
QIZ079,0488603418
NCD513,0443951688
JPQ514,0481164192
HMV938,0492722685
LSV052,0479871898
PEC343,0442720053
PYX439,0469776661
QRZ397,0406646894
IJN932,0459214379
TFC264,0424476094
AJZ265,0446571674
MRS267,0459144947
FGD959,0430676413
TJA758,0403704541
XVN696,0487664847
FXB401,0424905421
UTM941,0450555302
AAC789,0444958909
ZIO849,0426806550
VCN114,0451857106
DZV258,0499867527
MJM140,0429350304
HWS840,0401580808
HPM877,0464029897
TXN226,0410116281
TZD269,0460732025
UFH216,0409340473
FMW841,0407250138
EPR418,0489667088
XWO651,0472235324
JAA243,0426797766
YFH425,0447723777
GSX189,0424565866
BDC575,0435938416
ZIB151,0477550062
NVH864,0497044403
EHF181,0418451624
TRW450,0425688829
ZVJ125,0452645728
WPF789,0404400658
UVB162,0437329999
HPW621,0474983676
GNB015,0411398610
WFV603,0484987261
RYL411,0451477125
FHT021,0423808717
QKB482,0441778200
YAY955,0462943298
PXA608,0425588356
QEG040,0499409857
BMQ235,0401186027
IFC437,0414230384
FFZ422,0460313697
NJR410,0410682465
VOS350,0429498884
NJK172,0483664010
KWG842,0486822683
XSF409,0408625677
DQY266,0406032136
HNO779,0446980705
IHH627,0413228821
LCO913,0495267759
PHH584,0412398265
GZZ478,0478100640
LZZ538,0426913264
NNW388,0460494361
GVY928,0407966934
OOQ444,0407221608
WAK514,0483566231
TVV301,0484459420
PNP410,0479290665
DYI486,0457318090
QWL725,0426339437
VWR506,0478678345
WYQ607,0460090146
KJO498,0465378189
SRB294,0465600684
KUY071,0470066609
RSV566,0493907932
RIG791,0452032284
IAM456,0462143673
IUC418,0401472204
WXS952,0486724905
RRS532,0470277489
DWZ903,0499968983
RMN485,0475058638
GEX552,0456659346
HLO369,0467551173
WMY538,0467797684
TLR456,0443564086
NIM847,0495911783
WXB710,0448586817
ZGU600,0473304832
XXX741,0463562631
VIB752,0499708491
UCN276,0458664168
IKV689,0476674517
XYB771,0405058329
WUR386,0446310699
KDI691,0489854965
DOR470,0406999474
EQG113,0457805099
NXT112,0449574857
VYJ684,0488821531
KUM575,0445530468
SFF418,0414707628
NJS309,0480022136
UOU722,0485743073
LLU508,0452105596
WRS631,0416298556
HHE569,0435158702
QDO584,0475035140
PJZ139,0427872710
SZV966,0435829477
UES722,0455212684
AFO389,0421456909
WUR352,0463594109
UTW056,0484664572
MCU927,0473949317
HQF766,0478640898
EZE190,0446239538
PKK051,0480603242
DYD925,0435175604
UJB973,0446538554
SBW713,0495699077
DRX056,0417759085
PSI306,0429449634
QPD285,0486035700
BQZ030,0475838175
QSE870,0431014503
WOG457,0456211219
LBB765,0490205826
MEV094,0484625021
MJL059,0415800969
BZD061,0492053886
BHC572,0448468965
TVE381,0463620391
WFQ615,0418351533
ROE036,0444999968
SBK804,0434066722
UPJ063,0402285116
OFJ113,0452774201
HWK766,0419741061
ORZ734,0430739129
OAX509,0472798120
QCP787,0487854602
KBU441,0476985859
CIT215,0452279396
BUX933,0468098890
EWQ952,0489967852
NTK162,0417852781
JKW861,0410573322
XCK639,0442884791
VQD165,0408598971
TVK110,0438555527
PAC625,0433454176
DRZ895,0461859785
ICO950,0424673196
FQE795,0496938232
SLI416,0463306621
BPA322,0441780298
FOQ225,0439595340
QKY622,0418894777
AZB313,0442563889
EDX585,0453113155
GNL208,0427475680
IUF818,0403070922
EOI782,0413791715
IQG922,0410995984
QTB513,0466126157
FMQ866,0470330070
EBT782,0441752120
ULO551,0477945700
HSI900,0471562079
YUD770,0425584280
TON609,0432903939
AMU491,0461022998
PXO111,0435988764
SLH703,0446064218
UUE621,0456528844
GIQ359,0474607696
COX677,0487995083
AOG811,0465677012
PLO517,0419308495
OKE620,0499108867
EKN625,0418837545
LRE128,0433432110
FUM185,0495353092
BST965,0426149038
TBB774,0481944015
PAE426,0424209631
BHI000,0468354795
JCU093,0415013560
CQN680,0423027420
XDF567,0495438024
ZQC872,0467238544
FEY891,0403895987
RAK970,0436129103
AEZ586,0485464361
RKX027,0422239671
TDW880,0489776991
SRH595,0478020025
GAW084,0495365755
IZY951,0433505393
RTK680,0436039996
GZC941,0407541651
OVZ243,0416618306
LQC378,0450462008
GKG368,0402151219
HBD928,0413411778
GPD604,0476019575
LZO632,0412432111
LQF532,0451971010
BTS407,0446865484
JLC193,0441016182
HRW360,0427399917
ERU295,0441945142
QJU223,0430763188
WKY442,0431893350
RGC958,0423024879
LUA114,0473352572
KMX798,0419706613
TNZ723,0475630165
SWH439,0432500521
PBI515,0406130124
KLK267,0404528461
ZMG239,0499006008
FRB595,0479641310
ZLL243,0496896735
GSE973,0404777930
HOQ110,0433115487
SIF103,0455117970
EQL211,0433505007
QYR469,0414952892
FNN751,0427566980
BYK857,0462583179
DPM946,0439552681
BCT588,0497427126
YWK459,0494413239
OAM505,0403468041
EDC235,0485577817
YIH756,0468762780
JMZ845,0486100003
QCS731,0425607277
XUH501,0415440592
WVA770,0495662789
PSD929,0436653335
YJW844,0469000897
QVE992,0454027100
LAQ209,0491821275
YJW944,0407161583
NOC112,0431102229
GRU281,0488245113
RVM334,0468947925
VXX441,0495549831
EHN942,0486388408
MXP646,0443531247
QDR150,0424554813
FNJ563,0429935123
MCF821,0489935652
QPA791,0493638429
QVZ862,0417641630
VLJ405,0419882752
GEM183,0493164814
TTA111,0481406022
YBF769,0483807168
CAN414,0426539407
ONV371,0455094543
IOJ535,0424063516
RMV482,0417167536
TVY880,0401518492
SNJ401,0428051801
XSS354,0438026017
OZK483,0417859842
JMF300,0483164774
QKC617,0448548829
AJT069,0471499775
JBY528,0482886203
ZDE995,0473072939
MOQ739,0471186391
EWH867,0430108848
UPX279,0431720185
GNO890,0429499623
QPB760,0441234763
NMO188,0437531470
PFE034,0493902969
MEZ294,0451087246
FWA641,0408682792
SYX229,0434056742
SLR437,0459682976
FIK853,0424717517
YIO452,0401985716
UXQ137,0491488588
WMS596,0458506183
HBS827,0469016364
TCJ170,0497882034
WQV201,0447339954
RYJ461,0484337383
VEE512,0494098428
KOH824,0498658241
CGG760,0474693065
CBQ743,0458954845
BUN938,0418493639
DLX980,0453680553
HJE209,0425721161
ENJ736,0488516901
NUP785,0460628739
GCQ316,0420251712
MXZ292,0408657885
VZR337,0456402526
OGC919,0421340285
UKU323,0423197703
DWN605,0433829929
TQM443,0406690822
YTN261,0424045378
VLQ749,0403473568
MBK900,0412211855
DIN574,0480494843
XRC884,0414494107
KNP684,0483553181
HWA200,0408041015
OIU272,0405138498
GZB040,0475514770
QOV115,0489267237
HED764,0457050970
VWW812,0428446627
GYD785,0415204208
ECN548,0437739685
PDA129,0449146183
OXJ034,0442314424
BQS749,0406984422
RCD190,0448655174
KQW773,0407643637
HVO330,0491115014
IAA843,0478549101
MDR226,0464124685
NPF188,0494943031
YLC871,0427048195
KLL740,0491299073
VGN041,0427783423
YNA372,0439945291
SSW276,0416813504
UAS816,0456536040
EUX966,0416345197
KCG799,0401175650
XNZ512,0467736469
UPT644,0486430081
FYJ260,0443011273
LNW885,0450255881
VHC633,0491273486
DHK191,0483761519
QDB157,0434992519
RZZ523,0454649159
BNK264,0458497747
MYY064,0425632566
GTK692,0437308166
NGI047,0452731397
ZUV018,0453840055
ERQ057,0488578674
FKA796,0487442554
BYT979,0440536515
DYL281,0430152410
WVT768,0477123622
HTS189,0458006004
ZFK406,0451307530
IVI672,0403843161
VRS828,0448813276
HCM097,0474870527
YDZ903,0402756652
RJV514,0455207465
LOU311,0459263599
ZCB430,0495497121
NFY817,0479656845
KCF444,0428364479
YLZ371,0433983396
SUT367,0413269441
GKX110,0445185782
SGY977,0421298952
JGS838,0430313874
QVL360,0486165402
TWH721,0445792746
CIH126,0497654084
DFL087,0487160597
QHJ172,0482012080
HBU057,0410678637
XKC828,0406428263
VRB898,0468426956
OWZ137,0413253587
YOC850,0449310755
OGD767,0489607063
QVC629,0424284810
RAH691,0411326165
XSG928,0495181548
JAR380,0443208015
NAQ821,0404200030
DFN813,0481526337
EIO464,0451247061
EXW483,0443524402
UVY645,0462304650
ISO460,0471716549
LJU752,0489738492
JGM010,0422386536
NQQ924,0447089456
XLY896,0431818869
JRB741,0497064040
CNZ621,0482603686
VUW610,0460066796
LWM554,0440238163
DWW808,0454054101
OJC729,0423920148
NOI021,0494161856
KDQ579,0404133669
GHF932,0430292866
CYH327,0425441063
SCS106,0444897273
ZTS348,0435482402
IAF630,0471122238
ZQU955,0461305537
WIT257,0415825545
QQU840,0486095719
IDF536,0426321226
WKS360,0493572499
SZR915,0478014848
VVS598,0458659031
YZZ655,0425853485
OJT178,0452528559
ANE759,0481751840
AJX044,0465435942
JIW487,0472760208
GMH974,0469655205
UJX854,0498543663
NUH639,0453541343
MIL855,0443348188
UUQ034,0413820879
YNG006,0422839239
YGK230,0434639270
FJO876,0425242472
QME401,0442668021
TMR286,0445529155
LQU741,0418000757
EBL170,0444509788
UWI044,0405907304
NOX746,0471033827
ECS398,0465255654
DOP842,0463423655
UGI304,0426593869
JJK523,0409487046
OGU083,0441772925
WIT428,0459241879
XFE234,0471741558
RGD383,0438000494
HKQ783,0408050642
IAY190,0402186240
NVU872,0412918818
UVK615,0476195628
TPK687,0483191253
DWP446,0468978513
ZTA831,0414389438
CIK475,0418057021
FEC784,0486354628
SSW532,0449856202
MGY700,0404431142
TON055,0469563970
HUU147,0403803294
BWO856,0476666970
VZR173,0446252150
WQG962,0417646702
XSR916,0459515776
CZG838,0436315647
LUR400,0411865981
VCG984,0454152333
BXU881,0413836761
UDR304,0417977636
XOP215,0491432279
JJQ161,0498932196
VIP340,0430441776
NDP679,0448268766
DPE996,0409726269
EXK752,0481122265
YNQ262,0414737189
VFN505,0466985495
BDS259,0433046967
MMC032,0491997158
ZCU264,0410393014
EOE721,0438780703
ZSS669,0438329241
KKN746,0463575178
IJG404,0434307616
OSM144,0496366305
CKD112,0493501975
CXM417,0429685750
ZEZ468,0426285555
HZS694,0429139308
NTQ829,0420814648
BKO628,0440736641
DWB626,0413531655
RXP436,0441022632
LHX976,0431123886
IMR307,0415493964
SDG171,0470517716
QTK812,0478553979
AVS811,0403911061
QVK914,0456095744
OXG581,0494917544
WCQ511,0461971742
HEB246,0402430646
NHM395,0464780532
GGI726,0484170264
YNP389,0444750459
ILS991,0421661609
RZK470,0491504322
HBE908,0455498207
DZE530,0409097553
FQP930,0435139249
JOA113,0472669850
DUP602,0403658101
TZF429,0498054890
EFA859,0422780772
CNF565,0494103774
QYL211,0412537591
GRE728,0428670425
AHQ097,0442195103
NDV955,0457960178
CQI824,0404246873
LTE397,0497865313
LDA175,0441838949
WIY546,0493397207
GKI454,0425480978
YCP989,0447847313
RTS761,0405428703
MKF686,0499008475
GJT801,0434373326
DOJ551,0426204074
GSD687,0495512369
KQS283,0420673893
PSF460,0418549367
SEL127,0489691470
MRK856,0456918077
VCY013,0442486896
ZMY922,0474043562
YXQ756,0409101958
AVZ344,0487605437
XVG615,0417189975
VHJ927,0416976127
HJY063,0451909751
ORV510,0411841446
UHK523,0420609994
ICH183,0420468568
SWM940,0437522313
ZJM662,0455493908
OOJ758,0443747772
LRS542,0401177671
YKW309,0450701950
YAW875,0492841177
SVI906,0450651042
XNL485,0435614682
SFP350,0475348402
QPB692,0433626407
TAV949,0451983760
MAQ794,0418734775
VVI473,0499133699
SIB845,0415480754
GKU428,0401250482
PTH906,0481274169
ARM335,0401517815
SBY156,0462043215
AYE283,0451680223
XPQ863,0435490025
VJX867,0432770277
RCH510,0451777481
UGD962,0403857941
IXB333,0463650467
DEH262,0432763244
TRL910,0441577960
LCP581,0474575633
SAH397,0433742319
YEL913,0495510504
QYS558,0435372911
LGE834,0403462562
LKV979,0450450681
MKQ857,0471467274
COM219,0404130327
GWC639,0433517991
JTW244,0453035342
HRP241,0412611738
WUF825,0480090546
TJU015,0484576384
CTC444,0422527445
ZIM698,0475156004
WUW321,0489208180
SJN205,0461821359
QAF478,0461861871
CVK024,0422269157
VDO488,0442863194
YTI516,0413768611
PIG719,0444974710
SCW032,0453304250
ATA555,0463020993
GIL818,0456882390
PPS571,0467146203
IIF991,0454109780
GBN994,0414531720
GWY077,0493198275
SWT314,0484973014
LFT881,0418379828
BQU487,0454470965
IJL109,0497718597
FCQ732,0490902365
OQM824,0441354248
PAR603,0447641183
NBL603,0414734784
FUM542,0404645566
QSY162,0416460474
NAG089,0471745154
NZO306,0477888638
JTN136,0444862460
LXU792,0457787087
AEU735,0401760806
AYI318,0483112964
ZFO949,0411674453
FQR012,0445255119
MKF883,0465441328
LFB546,0405877326
GYD146,0403457447
INO459,0402257528
OOK856,0468416618
VRT829,0499832552
VUU167,0475675160
SLA858,0460537998
HWV156,0452749505
EVX446,0426711723
PZO269,0462286172
DIC942,0411065081
JOD535,0494381349
XOC084,0465152735
QTG791,0417411905
YFS363,0486417428
BBR652,0439676835
MBB526,0414518115
NJR498,0442357915
DIE613,0488114050
LJP697,0491173378
DDC330,0477970162
OJY078,0451894180
JIZ526,0494995096
PLV096,0414935115
HLP080,0472561335
RLO064,0452391463
XBZ119,0423510981
UMW130,0411913981
LNM659,0489077245
AKV456,0468161124
XSZ617,0457832112
RUF869,0494127063
RFL620,0424730378
LOG425,0452961158
JMH923,0467355402
FJP387,0499553352
XPA358,0455901142
TEN473,0412501821
EGX046,0498324995
VYU163,0447288514
WKR648,0451511458
XXW571,0477375790
ZXF973,0448569611
QUT668,0467798740
UQM750,0492892165
YCX576,0487673144
VSW458,0488031425
EMD165,0474425774
SLU511,0496348508
IGC703,0468710610
PVT659,0441105500
UWJ551,0475090628
TJO198,0443585578
CJF591,0419620779
QYO991,0497888503
BCM785,0480206447
FLM427,0419965621
KKZ521,0438473169
LMX002,0491507392
EYU892,0421088736
PIC015,0418621438
JUB403,0443013051
EEJ472,0442227398
EWR725,0498296750
HCF239,0444982141
HMM967,0447644317
NCK245,0438243833
STZ034,0459723812
BLM696,0409138879
VPY248,0423512823
ACL978,0445339268
KHU444,0402620479
SYV818,0470411087
VTU512,0488922565
LOK577,0470144058
XKI822,0468993525
NBO523,0447028849
IRR560,0404122603
HZL800,0444280090
PVH562,0486445240
GUD335,0420715301
LGV619,0456496016
TUW790,0487431437
ALH208,0467975744
OBR046,0484067697
TUE363,0467649533
PCZ636,0467719551
IGS418,0449108953
AMK670,0458284268
NQQ275,0470509078
WPM779,0446213175
NPM734,0426019172
CNO272,0403697983
SVB791,0424663947
MAR508,0425966042
PKZ303,0456896387
GUS419,0454455017
PBK811,0408967536
ANR278,0403940890
FIO368,0491128734
JZS056,0478161843
CGQ472,0444885199
QGP837,0419582364
WYF655,0491098983
WTX217,0439124478
BAY001,0489747802
ZDJ805,0416727735
ZEM553,0422477818
NUS279,0429442642
KQX605,0476948251
NXE271,0488785866
FAM965,0483789372
NYR705,0483998258
DDV900,0494860693
UTI479,0411697185
ZMN200,0470021173
ICR791,0479996527
KVP161,0401678340
KZP253,0427622629
RPQ013,0438206295
PUV512,0409819682
WYF151,0434740453
ANS561,0499031416
ILQ946,0408129991
KAK542,0464726283
IKH355,0434948646
RNC684,0485534537
UYD709,0409991241
OMH271,0417719534
ZUE638,0406941587
DXG405,0438583425
CEA684,0402237854
PFW402,0406198114
PKN993,0432896140
PKH088,0470096981
KZM501,0465202546
SWL144,0492973387
IOG919,0428471014
SXQ547,0409655251
TNJ679,0437012293
NAD533,0487572540
ZVR853,0427038031
PSM562,0471560343
PIP126,0424424521
LXQ395,0430380035
CPS886,0457912578
VXT570,0464625760
WAN704,0429621445
ZAA604,0480493950
JFP193,0427519565
LCW605,0474227427
JAA896,0453291575
BTG004,0422084308
OFP524,0455555560
KNU305,0420858673
IFK529,0473814116
ASI224,0432603616
TOZ574,0481393688
GOM164,0450070406
BPQ801,0425286312
XBG122,0440579871
AZU658,0492591173
ELX462,0419685557
CIN955,0479042379
ILP723,0404831982
MPK002,0484876359
JXU012,0456893146
AWU587,0454599477
ULH621,0496638829
DSZ374,0474228153
GGV014,0496203476
MCE572,0410316073
PWB627,0453904149
WAN640,0472957800
APD964,0495353508
ALA090,0418672696
NEE345,0474575549
EQP426,0443430935
YFY619,0443089799
FXB581,0408691642
WFN383,0417599973
FXW050,0427515469
UXJ494,0467100177
VDW627,0456106755
DHH896,0468438120
QDI557,0439852614
DKL486,0427720298
SYA829,0476086460
URU555,0496799830
OHU685,0443215162
GLB837,0480107869
PJN926,0423439028
CIU049,0427402068
KLA948,0476430300
BCF756,0410466546
VXM026,0451061943
AZV507,0406930859
APK165,0440489538
VRA841,0430469374
NTK860,0483216644
RMV378,0404843120
LXR960,0449188406
LKZ733,0403116912
OUR143,0468001389
BTY266,0422853572
MIC005,0453017522
KNU453,0497834211
PAD019,0425258532
WHX262,0473407916
ECM699,0472799936
WPP181,0417048858
UZT681,0406444676
BWV712,0415046080
QPB182,0438302967
GLU036,0424548981
WCL732,0420950643
QGD120,0424374734
XJN051,0464045469
SVS667,0476314476
AEU259,0429068112
ZCX948,0430284429
FEP491,0482230939
AON189,0406555658
IPT641,0430371875
CZY177,0429008011
SLT195,0417738722
YDA990,0418325260
YBB612,0413845179
YAT685,0429080537
OWW448,0456812307
GYP887,0481685224
ZLH796,0478554841
WZT285,0405198996
WTJ015,0454669917
EBO995,0481582802
WNN875,0493226393
ZDG726,0479377915
JDG424,0443256343
ZSE928,0498492724
SAU650,0455466126
KPV812,0455924966
OYU744,0410630982
QAO322,0442698883
MQC449,0423101437
KWP344,0474419444
CWS903,0434656125
VIX954,0497790463
DQH704,0402335377
DMU500,0495598363
TLD774,0429199684
IWV011,0469647051
LQP025,0484721072
NUO860,0427285064
OWK090,0488220751
GGD191,0462197124
VUB107,0400159092
SAM056,0406265136
YSF598,0489495278
PCK723,0437569448
BAK735,0488311357
DPQ215,0454264399
UTX889,0412869433
VWG457,0477778003
JOL151,0451934246
YWV137,0473926897
KGQ705,0464448322
PUE437,0492515629
KLO410,0494915220
QHM204,0465813633
ZET553,0415599064
MGW231,0465453721
AYI508,0492984216
ANW404,0473049179
MQN820,0448896140
FXA050,0461319394
ENN836,0410634033
EMD812,0458582793
RRG630,0486606556
ASY313,0454068218
LSZ448,0414985188
TGO829,0455137120
ZIV669,0408586910
QDL009,0446033469
XVB274,0436406040
YJS520,0406102003
JMU723,0486791046
KJG292,0416237600
LCX232,0427830481
TIH484,0499410789
OKC375,0436067026
BEY855,0434737940
AGO312,0424318748
PXU345,0485775968
IUK998,0483929790
LJJ354,0453662606
QYC077,0443139742
KUS109,0467227070
STY372,0454203220
KOX020,0456531950
KLO450,0408105724
WPO638,0493983007
MKU627,0448187064
GRM844,0424327561
STS990,0414814281
BNU590,0425598906
XWX142,0495877065
UAV822,0481697181
